"","Site","RCP","Period","Rgroup","Median_Biomass","Percent_Change"
"806","39","RCP85","Mid","p.cool.grass",5.27486830999999,7.89549099041387
"807","39","RCP85","Mid","p.forb",0.0506363199999988,0.272052506321972
"808","39","RCP85","Mid","p.warm.grass",3.72161173,9.39736810814536
"809","39","RCP85","Mid","sagebrush",105.99066034,16.7976944837421
"810","39","RCP85","Mid","shrub",-0.2843415,-3.22435758084352
"811","39","RCP85","Late","a.forb",0.45092264,7.59890871735428
"812","39","RCP85","Late","p.cool.grass",3.75884837999999,5.62629278580449
"813","39","RCP85","Late","p.forb",-2.75884159,-14.8223600985382
"814","39","RCP85","Late","p.warm.grass",5.78332344,14.6033555343898
"815","39","RCP85","Late","sagebrush",48.51691342,7.68909530621884
"816","39","RCP85","Late","shrub",-1.23657104,-14.0223892997524
"817","40","RCP45","Mid","a.forb",-0.0129348949999999,-0.201091553088283
"818","40","RCP45","Mid","p.cool.grass",1.38469908,1.97249809814954
"819","40","RCP45","Mid","p.forb",0.248394309999998,1.36542904177907
"820","40","RCP45","Mid","p.warm.grass",-0.706486040000001,-1.62909189165261
"821","40","RCP45","Mid","sagebrush",-34.47681092,-4.56587857097355
"822","40","RCP45","Mid","shrub",-0.0210715400000012,-0.243332373616844
"823","40","RCP45","Late","a.forb",-0.0535562949999999,-0.832609660859583
"824","40","RCP45","Late","p.cool.grass",0.343070269999998,0.488702177159418
"825","40","RCP45","Late","p.forb",0.571069089999998,3.13917947777607
"826","40","RCP45","Late","p.warm.grass",0.115616109999998,0.266600126090832
"827","40","RCP45","Late","sagebrush",-22.07292411,-2.92319064621231
"828","40","RCP45","Late","shrub",-0.0634146500000003,-0.732307050485185
"829","40","RCP85","Mid","a.forb",-0.326670855,-5.07856844455465
"830","40","RCP85","Mid","p.cool.grass",1.52926266999999,2.17842833270754
"831","40","RCP85","Mid","p.forb",0.355304175000001,1.95311494538807
"832","40","RCP85","Mid","p.warm.grass",0.105633689999998,0.243581582821285
"833","40","RCP85","Mid","sagebrush",-31.0983959700001,-4.11846385910084
"834","40","RCP85","Mid","shrub",0.0835843000000001,0.965224474153348
"835","40","RCP85","Late","a.forb",-0.117632955,-1.82877353200891
"836","40","RCP85","Late","p.cool.grass",0.703825679999994,1.0025967629218
"837","40","RCP85","Late","p.forb",-2.659366515,-14.6185968282277
"838","40","RCP85","Late","p.warm.grass",1.85478324,4.27695972174788
"839","40","RCP85","Late","sagebrush",-97.12439756,-12.8625065284292
"840","40","RCP85","Late","shrub",-1.15180001,-13.3008897482191
"1100","1","RCP45","Hist","a.forb",-0.51449473,-8.92343462645687
"2100","1","RCP45","Hist","p.cool.grass",0.82593344,1.24545949454533
"3100","1","RCP45","Hist","p.forb",-0.0220102650000022,-0.124148768753671
"4100","1","RCP45","Hist","p.warm.grass",-1.67820505,-4.79870964246936
"5100","1","RCP45","Hist","sagebrush",-88.65212133,-19.9001271361628
"6100","1","RCP45","Hist","shrub",-0.153374439999999,-1.93727193023736
"1310","1","RCP85","Hist","a.forb",-0.51449473,-8.92343462645687
"1410","1","RCP85","Hist","p.cool.grass",0.82593344,1.24545949454533
"1510","1","RCP85","Hist","p.forb",-0.0220102650000022,-0.124148768753671
"1610","1","RCP85","Hist","p.warm.grass",-1.67820505,-4.79870964246936
"1710","1","RCP85","Hist","sagebrush",-88.65212133,-19.9001271361628
"1810","1","RCP85","Hist","shrub",-0.153374439999999,-1.93727193023736
"2510","2","RCP45","Hist","a.forb",0.290549745,5.26517211370749
"2610","2","RCP45","Hist","p.cool.grass",-7.25178262,-12.8185530806202
"2710","2","RCP45","Hist","p.forb",-1.058463295,-6.67135858125035
"2810","2","RCP45","Hist","p.warm.grass",-2.27490732,-8.1076583943127
"2910","2","RCP45","Hist","sagebrush",-35.65561594,-9.76111969705259
"3010","2","RCP45","Hist","shrub",-0.12894726,-1.78379684369069
"3710","2","RCP85","Hist","a.forb",0.290549745,5.26517211370749
"3810","2","RCP85","Hist","p.cool.grass",-7.25178262,-12.8185530806202
"3910","2","RCP85","Hist","p.forb",-1.058463295,-6.67135858125035
"4010","2","RCP85","Hist","p.warm.grass",-2.27490732,-8.1076583943127
"4110","2","RCP85","Hist","sagebrush",-35.65561594,-9.76111969705259
"4210","2","RCP85","Hist","shrub",-0.12894726,-1.78379684369069
"4910","3","RCP45","Hist","a.forb",-0.175694795,-3.16850470225754
"5010","3","RCP45","Hist","p.cool.grass",-13.17469633,-22.8902501654414
"5110","3","RCP45","Hist","p.forb",-1.246181155,-7.78648353131969
"5210","3","RCP45","Hist","p.warm.grass",-6.11713164,-22.7406052815277
"5310","3","RCP45","Hist","sagebrush",-82.27521081,-22.0208605688587
"5410","3","RCP45","Hist","shrub",-0.259854730000001,-3.55595201163366
"6110","3","RCP85","Hist","a.forb",-0.175694795,-3.16850470225754
"6210","3","RCP85","Hist","p.cool.grass",-13.17469633,-22.8902501654414
"6310","3","RCP85","Hist","p.forb",-1.246181155,-7.78648353131969
"6410","3","RCP85","Hist","p.warm.grass",-6.11713164,-22.7406052815277
"6510","3","RCP85","Hist","sagebrush",-82.27521081,-22.0208605688587
"6610","3","RCP85","Hist","shrub",-0.259854730000001,-3.55595201163366
"7310","4","RCP45","Hist","a.forb",-0.388925655,-7.09903164963292
"7410","4","RCP45","Hist","p.cool.grass",-3.50708512,-6.15868200362788
"7510","4","RCP45","Hist","p.forb",-0.55281686,-3.4716296682718
"7610","4","RCP45","Hist","p.warm.grass",-3.81890988,-14.2593978614073
"7710","4","RCP45","Hist","sagebrush",-39.3154062,-10.843773455172
"7810","4","RCP45","Hist","shrub",-0.710817420000001,-10.0108556111275
"851","4","RCP85","Hist","a.forb",-0.388925655,-7.09903164963292
"861","4","RCP85","Hist","p.cool.grass",-3.50708512,-6.15868200362788
"871","4","RCP85","Hist","p.forb",-0.55281686,-3.4716296682718
"881","4","RCP85","Hist","p.warm.grass",-3.81890988,-14.2593978614073
"891","4","RCP85","Hist","sagebrush",-39.3154062,-10.843773455172
"901","4","RCP85","Hist","shrub",-0.710817420000001,-10.0108556111275
"971","5","RCP45","Hist","a.forb",0.029860255,0.52763181990739
"981","5","RCP45","Hist","p.cool.grass",-6.24527175999999,-10.2802869343132
"991","5","RCP45","Hist","p.forb",-0.905936565000001,-5.46835350859349
"1001","5","RCP45","Hist","p.warm.grass",-4.5085209,-15.3219900362069
"1011","5","RCP45","Hist","sagebrush",-30.51837795,-7.66160781721715
"1021","5","RCP45","Hist","shrub",-0.35419189,-4.77054785310087
"1091","5","RCP85","Hist","a.forb",0.029860255,0.52763181990739
"1101","5","RCP85","Hist","p.cool.grass",-6.24527175999999,-10.2802869343132
"1111","5","RCP85","Hist","p.forb",-0.905936565000001,-5.46835350859349
"1121","5","RCP85","Hist","p.warm.grass",-4.5085209,-15.3219900362069
"1131","5","RCP85","Hist","sagebrush",-30.51837795,-7.66160781721715
"1141","5","RCP85","Hist","shrub",-0.35419189,-4.77054785310087
"1211","6","RCP45","Hist","a.forb",-0.0687005549999995,-1.16472242355151
"1221","6","RCP45","Hist","p.cool.grass",-9.87298493999999,-15.0654753975525
"1231","6","RCP45","Hist","p.forb",-0.874511790000003,-5.03657763900534
"1241","6","RCP45","Hist","p.warm.grass",-7.15627406,-20.9954071967341
"1251","6","RCP45","Hist","sagebrush",-121.58438027,-27.9267799838771
"1261","6","RCP45","Hist","shrub",-0.82944492,-10.7044374618084
"1331","6","RCP85","Hist","a.forb",-0.0687005549999995,-1.16472242355151
"1341","6","RCP85","Hist","p.cool.grass",-9.87298493999999,-15.0654753975525
"1351","6","RCP85","Hist","p.forb",-0.874511790000003,-5.03657763900534
"1361","6","RCP85","Hist","p.warm.grass",-7.15627406,-20.9954071967341
"1371","6","RCP85","Hist","sagebrush",-121.58438027,-27.9267799838771
"1381","6","RCP85","Hist","shrub",-0.82944492,-10.7044374618084
"1451","7","RCP45","Hist","a.forb",-0.45571886,-8.42691578130914
"1461","7","RCP45","Hist","p.cool.grass",-10.54900652,-19.750779031355
"1471","7","RCP45","Hist","p.forb",-1.736364305,-11.1462471615719
"1481","7","RCP45","Hist","p.warm.grass",-9.3566467,-36.9447434658596
"1491","7","RCP45","Hist","sagebrush",-70.49224602,-20.2654946987342
"1501","7","RCP45","Hist","shrub",-0.76495043,-10.795858057174
"1571","7","RCP85","Hist","a.forb",-0.45571886,-8.42691578130914
"1581","7","RCP85","Hist","p.cool.grass",-10.54900652,-19.750779031355
"1591","7","RCP85","Hist","p.forb",-1.736364305,-11.1462471615719
"1601","7","RCP85","Hist","p.warm.grass",-9.3566467,-36.9447434658596
"1611","7","RCP85","Hist","sagebrush",-70.49224602,-20.2654946987342
"1621","7","RCP85","Hist","shrub",-0.76495043,-10.795858057174
"1691","8","RCP45","Hist","a.forb",0.0414002499999997,0.739725737671867
"1701","8","RCP45","Hist","p.cool.grass",-6.87307019,-11.343460385598
"1711","8","RCP45","Hist","p.forb",-0.455658724999999,-2.73217081616195
"1721","8","RCP45","Hist","p.warm.grass",-2.20958245,-7.17181433133068
"1731","8","RCP45","Hist","sagebrush",-49.61186433,-12.8148144405552
"1741","8","RCP45","Hist","shrub",-0.28930235,-3.83748661901305
"1811","8","RCP85","Hist","a.forb",0.0414002499999997,0.739725737671867
"1821","8","RCP85","Hist","p.cool.grass",-6.87307019,-11.343460385598
"1831","8","RCP85","Hist","p.forb",-0.455658724999999,-2.73217081616195
"1841","8","RCP85","Hist","p.warm.grass",-2.20958245,-7.17181433133068
"1851","8","RCP85","Hist","sagebrush",-49.61186433,-12.8148144405552
"1861","8","RCP85","Hist","shrub",-0.28930235,-3.83748661901305
"1931","9","RCP45","Hist","a.forb",0.42703632,6.8624315939547
"1941","9","RCP45","Hist","p.cool.grass",-1.23245171000001,-1.73984104875455
"1951","9","RCP45","Hist","p.forb",0.0226570399999986,0.119942782020726
"1961","9","RCP45","Hist","p.warm.grass",-1.29416202,-3.09370944570864
"1971","9","RCP45","Hist","sagebrush",-23.1255664,-3.64040680154907
"1981","9","RCP45","Hist","shrub",-0.221295549999999,-2.59743609779343
"2051","9","RCP85","Hist","a.forb",0.42703632,6.8624315939547
"2061","9","RCP85","Hist","p.cool.grass",-1.23245171000001,-1.73984104875455
"2071","9","RCP85","Hist","p.forb",0.0226570399999986,0.119942782020726
"2081","9","RCP85","Hist","p.warm.grass",-1.29416202,-3.09370944570864
"2091","9","RCP85","Hist","sagebrush",-23.1255664,-3.64040680154907
"2101","9","RCP85","Hist","shrub",-0.221295549999999,-2.59743609779343
"2171","10","RCP45","Hist","a.forb",-0.23090231,-4.06466466477921
"2181","10","RCP45","Hist","p.cool.grass",0.187508530000002,0.281796572108405
"2191","10","RCP45","Hist","p.forb",-0.392356680000002,-2.2500576088238
"2201","10","RCP45","Hist","p.warm.grass",-6.86039926999999,-20.2627059216205
"2211","10","RCP45","Hist","sagebrush",-169.61193971,-39.1244571470558
"2221","10","RCP45","Hist","shrub",-0.455604429999999,-5.70995380073174
"2291","10","RCP85","Hist","a.forb",-0.23090231,-4.06466466477921
"2301","10","RCP85","Hist","p.cool.grass",0.187508530000002,0.281796572108405
"2311","10","RCP85","Hist","p.forb",-0.392356680000002,-2.2500576088238
"2321","10","RCP85","Hist","p.warm.grass",-6.86039926999999,-20.2627059216205
"2331","10","RCP85","Hist","sagebrush",-169.61193971,-39.1244571470558
"2341","10","RCP85","Hist","shrub",-0.455604429999999,-5.70995380073174
"2411","13","RCP45","Hist","a.forb",0.47562519,8.10114529777731
"2421","13","RCP45","Hist","p.cool.grass",-3.55986127000001,-5.69304672497259
"2431","13","RCP45","Hist","p.forb",-1.015619805,-6.07348130520237
"2441","13","RCP45","Hist","p.warm.grass",-2.17441327,-7.11970773741429
"2451","13","RCP45","Hist","sagebrush",-26.39114145,-6.53026245847477
"2461","13","RCP45","Hist","shrub",-0.952545209999999,-12.9113088181829
"2531","13","RCP85","Hist","a.forb",0.47562519,8.10114529777731
"2541","13","RCP85","Hist","p.cool.grass",-3.55986127000001,-5.69304672497259
"2551","13","RCP85","Hist","p.forb",-1.015619805,-6.07348130520237
"2561","13","RCP85","Hist","p.warm.grass",-2.17441327,-7.11970773741429
"2571","13","RCP85","Hist","sagebrush",-26.39114145,-6.53026245847477
"2581","13","RCP85","Hist","shrub",-0.952545209999999,-12.9113088181829
"2651","14","RCP45","Hist","a.forb",-0.60336524,-11.4123142208092
"2661","14","RCP45","Hist","p.cool.grass",-3.34588991,-5.33189797210564
"2671","14","RCP45","Hist","p.forb",-0.515763630000002,-3.08406694457998
"2681","14","RCP45","Hist","p.warm.grass",-1.19883906,-3.81289674437634
"2691","14","RCP45","Hist","sagebrush",-43.37374963,-10.8689659099299
"2701","14","RCP45","Hist","shrub",-0.351684560000001,-4.58281424200522
"2771","14","RCP85","Hist","a.forb",-0.60336524,-11.4123142208092
"2781","14","RCP85","Hist","p.cool.grass",-3.34588991,-5.33189797210564
"2791","14","RCP85","Hist","p.forb",-0.515763630000002,-3.08406694457998
"2801","14","RCP85","Hist","p.warm.grass",-1.19883906,-3.81289674437634
"2811","14","RCP85","Hist","sagebrush",-43.37374963,-10.8689659099299
"2821","14","RCP85","Hist","shrub",-0.351684560000001,-4.58281424200522
"2891","15","RCP45","Hist","a.forb",0.242680555,4.12752276946606
"2901","15","RCP45","Hist","p.cool.grass",-5.38886708,-8.40056857229902
"2911","15","RCP45","Hist","p.forb",-2.11731108,-12.5144969371442
"2921","15","RCP45","Hist","p.warm.grass",-6.68658278,-21.1761070523482
"2931","15","RCP45","Hist","sagebrush",-112.57125281,-28.1572020290075
"2941","15","RCP45","Hist","shrub",-0.829503530000001,-11.1940256129606
"3011","15","RCP85","Hist","a.forb",0.242680555,4.12752276946606
"3021","15","RCP85","Hist","p.cool.grass",-5.38886708,-8.40056857229902
"3031","15","RCP85","Hist","p.forb",-2.11731108,-12.5144969371442
"3041","15","RCP85","Hist","p.warm.grass",-6.68658278,-21.1761070523482
"3051","15","RCP85","Hist","sagebrush",-112.57125281,-28.1572020290075
"3061","15","RCP85","Hist","shrub",-0.829503530000001,-11.1940256129606
"3131","16","RCP45","Hist","a.forb",-0.150892675,-2.65906582530456
"3141","16","RCP45","Hist","p.cool.grass",-4.92583715,-8.01617914563301
"3151","16","RCP45","Hist","p.forb",-0.785171210000001,-4.68963399805567
"3161","16","RCP45","Hist","p.warm.grass",-2.97887869,-9.55881528994673
"3171","16","RCP45","Hist","sagebrush",-42.42227052,-10.8374903026006
"3181","16","RCP45","Hist","shrub",-0.0505789999999999,-0.676722234505429
"3251","16","RCP85","Hist","a.forb",-0.150892675,-2.65906582530456
"3261","16","RCP85","Hist","p.cool.grass",-4.92583715,-8.01617914563301
"3271","16","RCP85","Hist","p.forb",-0.785171210000001,-4.68963399805567
"3281","16","RCP85","Hist","p.warm.grass",-2.97887869,-9.55881528994673
"3291","16","RCP85","Hist","sagebrush",-42.42227052,-10.8374903026006
"3301","16","RCP85","Hist","shrub",-0.0505789999999999,-0.676722234505429
"3371","19","RCP45","Hist","a.forb",-0.60595534,-11.316952165622
"3381","19","RCP45","Hist","p.cool.grass",-3.66505730999999,-5.70707494641098
"3391","19","RCP45","Hist","p.forb",-0.472599545000001,-2.77207591034056
"3401","19","RCP45","Hist","p.warm.grass",-4.75656214,-14.8804751033211
"3411","19","RCP45","Hist","sagebrush",-85.25961668,-21.07718907242
"3421","19","RCP45","Hist","shrub",-0.63400363,-8.63700973090213
"3491","19","RCP85","Hist","a.forb",-0.60595534,-11.316952165622
"3501","19","RCP85","Hist","p.cool.grass",-3.66505730999999,-5.70707494641098
"3511","19","RCP85","Hist","p.forb",-0.472599545000001,-2.77207591034056
"3521","19","RCP85","Hist","p.warm.grass",-4.75656214,-14.8804751033211
"3531","19","RCP85","Hist","sagebrush",-85.25961668,-21.07718907242
"3541","19","RCP85","Hist","shrub",-0.63400363,-8.63700973090213
"3611","20","RCP45","Hist","a.forb",-0.394054939999999,-6.87630006499351
"3621","20","RCP45","Hist","p.cool.grass",-0.838820339999998,-1.30453316092845
"3631","20","RCP45","Hist","p.forb",-0.411913909999999,-2.41371841580205
"3641","20","RCP45","Hist","p.warm.grass",-1.90520074,-5.84567300695247
"3651","20","RCP45","Hist","sagebrush",-34.49400484,-8.43800553957535
"3661","20","RCP45","Hist","shrub",0.0840828299999998,1.10104316596716
"3731","20","RCP85","Hist","a.forb",-0.394054939999999,-6.87630006499351
"3741","20","RCP85","Hist","p.cool.grass",-0.838820339999998,-1.30453316092845
"3751","20","RCP85","Hist","p.forb",-0.411913909999999,-2.41371841580205
"3761","20","RCP85","Hist","p.warm.grass",-1.90520074,-5.84567300695247
"3771","20","RCP85","Hist","sagebrush",-34.49400484,-8.43800553957535
"3781","20","RCP85","Hist","shrub",0.0840828299999998,1.10104316596716
"3851","21","RCP45","Hist","a.forb",0.13067437,2.19283825858648
"3861","21","RCP45","Hist","p.cool.grass",-2.03731064999999,-3.14412883906489
"3871","21","RCP45","Hist","p.forb",-0.78187698,-4.60572843256091
"3881","21","RCP45","Hist","p.warm.grass",-1.41421459,-4.37002038656825
"3891","21","RCP45","Hist","sagebrush",-18.55761107,-4.39579245187767
"3901","21","RCP45","Hist","shrub",-0.255965509999999,-3.38519637642233
"3971","21","RCP85","Hist","a.forb",0.13067437,2.19283825858648
"3981","21","RCP85","Hist","p.cool.grass",-2.03731064999999,-3.14412883906489
"3991","21","RCP85","Hist","p.forb",-0.78187698,-4.60572843256091
"4001","21","RCP85","Hist","p.warm.grass",-1.41421459,-4.37002038656825
"4011","21","RCP85","Hist","sagebrush",-18.55761107,-4.39579245187767
"4021","21","RCP85","Hist","shrub",-0.255965509999999,-3.38519637642233
"4091","22","RCP45","Hist","a.forb",0.0490738249999998,0.837887708526449
"4101","22","RCP45","Hist","p.cool.grass",-5.80661086000001,-9.54921107661821
"4111","22","RCP45","Hist","p.forb",-0.694429575000001,-4.19313946092425
"4121","22","RCP45","Hist","p.warm.grass",-2.20564576,-7.24724672611544
"4131","22","RCP45","Hist","sagebrush",-56.87675535,-14.7475894481416
"4141","22","RCP45","Hist","shrub",-1.17690629,-16.3775368925112
"4211","22","RCP85","Hist","a.forb",0.0490738249999998,0.837887708526449
"4221","22","RCP85","Hist","p.cool.grass",-5.80661086000001,-9.54921107661821
"4231","22","RCP85","Hist","p.forb",-0.694429575000001,-4.19313946092425
"4241","22","RCP85","Hist","p.warm.grass",-2.20564576,-7.24724672611544
"4251","22","RCP85","Hist","sagebrush",-56.87675535,-14.7475894481416
"4261","22","RCP85","Hist","shrub",-1.17690629,-16.3775368925112
"4331","23","RCP45","Hist","a.forb",-0.46265747,-8.42074988663886
"4341","23","RCP45","Hist","p.cool.grass",-8.17800176999999,-14.9307334015081
"4351","23","RCP45","Hist","p.forb",-1.18374457,-7.60725636670746
"4361","23","RCP45","Hist","p.warm.grass",-3.92772879,-14.7261292963496
"4371","23","RCP45","Hist","sagebrush",-76.61080563,-21.5628448249303
"4381","23","RCP45","Hist","shrub",-0.6350701,-9.02691451741149
"4451","23","RCP85","Hist","a.forb",-0.46265747,-8.42074988663886
"4461","23","RCP85","Hist","p.cool.grass",-8.17800176999999,-14.9307334015081
"4471","23","RCP85","Hist","p.forb",-1.18374457,-7.60725636670746
"4481","23","RCP85","Hist","p.warm.grass",-3.92772879,-14.7261292963496
"4491","23","RCP85","Hist","sagebrush",-76.61080563,-21.5628448249303
"4501","23","RCP85","Hist","shrub",-0.6350701,-9.02691451741149
"4571","24","RCP45","Hist","a.forb",-0.249536765,-4.33634391831333
"4581","24","RCP45","Hist","p.cool.grass",-4.88340502,-8.17332299801741
"4591","24","RCP45","Hist","p.forb",-0.699788160000001,-4.24200597452097
"4601","24","RCP45","Hist","p.warm.grass",-3.39975312,-11.4568909720542
"4611","24","RCP45","Hist","sagebrush",-40.68511725,-10.7428020114216
"4621","24","RCP45","Hist","shrub",3.02000000003133e-05,0.000411968017399255
"4691","24","RCP85","Hist","a.forb",-0.249536765,-4.33634391831333
"4701","24","RCP85","Hist","p.cool.grass",-4.88340502,-8.17332299801741
"4711","24","RCP85","Hist","p.forb",-0.699788160000001,-4.24200597452097
"4721","24","RCP85","Hist","p.warm.grass",-3.39975312,-11.4568909720542
"4731","24","RCP85","Hist","sagebrush",-40.68511725,-10.7428020114216
"4741","24","RCP85","Hist","shrub",3.02000000003133e-05,0.000411968017399255
"4811","25","RCP45","Hist","a.forb",-0.3504516,-5.49199814939078
"4821","25","RCP45","Hist","p.cool.grass",2.51000930000001,3.54295361692101
"4831","25","RCP45","Hist","p.forb",-1.01991774,-5.55051815837452
"4841","25","RCP45","Hist","p.warm.grass",-0.684902119999997,-1.69566944842412
"4851","25","RCP45","Hist","sagebrush",-11.16464019,-1.94813705232251
"4861","25","RCP45","Hist","shrub",0.0579785599999987,0.700882236453198
"4931","25","RCP85","Hist","a.forb",-0.3504516,-5.49199814939078
"4941","25","RCP85","Hist","p.cool.grass",2.51000930000001,3.54295361692101
"4951","25","RCP85","Hist","p.forb",-1.01991774,-5.55051815837452
"4961","25","RCP85","Hist","p.warm.grass",-0.684902119999997,-1.69566944842412
"4971","25","RCP85","Hist","sagebrush",-11.16464019,-1.94813705232251
"4981","25","RCP85","Hist","shrub",0.0579785599999987,0.700882236453198
"5051","26","RCP45","Hist","a.forb",0.255853425,4.30468925311396
"5061","26","RCP45","Hist","p.cool.grass",-5.76696656,-8.48469679420554
"5071","26","RCP45","Hist","p.forb",-0.818384665,-4.6477384460123
"5081","26","RCP45","Hist","p.warm.grass",-4.41547044,-12.8353755543809
"5091","26","RCP45","Hist","sagebrush",-115.16725437,-26.5875417328478
"5101","26","RCP45","Hist","shrub",-1.12023425,-14.3856375114589
"5171","26","RCP85","Hist","a.forb",0.255853425,4.30468925311396
"5181","26","RCP85","Hist","p.cool.grass",-5.76696656,-8.48469679420554
"5191","26","RCP85","Hist","p.forb",-0.818384665,-4.6477384460123
"5201","26","RCP85","Hist","p.warm.grass",-4.41547044,-12.8353755543809
"5211","26","RCP85","Hist","sagebrush",-115.16725437,-26.5875417328478
"5221","26","RCP85","Hist","shrub",-1.12023425,-14.3856375114589
"5291","27","RCP45","Hist","a.forb",-0.0273720749999997,-0.494374969436907
"5301","27","RCP45","Hist","p.cool.grass",-6.46714569,-10.9720603031493
"5311","27","RCP45","Hist","p.forb",-1.614494775,-9.96526025581041
"5321","27","RCP45","Hist","p.warm.grass",-6.29682338,-21.6596744035156
"5331","27","RCP45","Hist","sagebrush",-47.44131105,-12.3582883064272
"5341","27","RCP45","Hist","shrub",-0.557776540000001,-7.74981739193664
"5411","27","RCP85","Hist","a.forb",-0.0273720749999997,-0.494374969436907
"5421","27","RCP85","Hist","p.cool.grass",-6.46714569,-10.9720603031493
"5431","27","RCP85","Hist","p.forb",-1.614494775,-9.96526025581041
"5441","27","RCP85","Hist","p.warm.grass",-6.29682338,-21.6596744035156
"5451","27","RCP85","Hist","sagebrush",-47.44131105,-12.3582883064272
"5461","27","RCP85","Hist","shrub",-0.557776540000001,-7.74981739193664
"5531","28","RCP45","Hist","a.forb",0.81227522,12.8837283991639
"5541","28","RCP45","Hist","p.cool.grass",-0.322242299999999,-0.456252447170597
"5551","28","RCP45","Hist","p.forb",-0.667906870000003,-3.58401628534493
"5561","28","RCP45","Hist","p.warm.grass",0.0784754299999975,0.187447252697798
"5571","28","RCP45","Hist","sagebrush",-78.78627623,-11.7846219116312
"5581","28","RCP45","Hist","shrub",0.37387446,4.36784859338564
"5651","28","RCP85","Hist","a.forb",0.81227522,12.8837283991639
"5661","28","RCP85","Hist","p.cool.grass",-0.322242299999999,-0.456252447170597
"5671","28","RCP85","Hist","p.forb",-0.667906870000003,-3.58401628534493
"5681","28","RCP85","Hist","p.warm.grass",0.0784754299999975,0.187447252697798
"5691","28","RCP85","Hist","sagebrush",-78.78627623,-11.7846219116312
"5701","28","RCP85","Hist","shrub",0.37387446,4.36784859338564
"5771","29","RCP45","Hist","a.forb",0.42676605,6.82997497035947
"5781","29","RCP45","Hist","p.cool.grass",-1.11913179999999,-1.61252831099635
"5791","29","RCP45","Hist","p.forb",0.371833255000002,2.03158969197309
"5801","29","RCP45","Hist","p.warm.grass",-0.0433975700000033,-0.112733746451329
"5811","29","RCP45","Hist","sagebrush",-150.91393863,-29.4341139718163
"5821","29","RCP45","Hist","shrub",-0.409505469999999,-5.10259297127916
"5891","29","RCP85","Hist","a.forb",0.42676605,6.82997497035947
"5901","29","RCP85","Hist","p.cool.grass",-1.11913179999999,-1.61252831099635
"5911","29","RCP85","Hist","p.forb",0.371833255000002,2.03158969197309
"5921","29","RCP85","Hist","p.warm.grass",-0.0433975700000033,-0.112733746451329
"5931","29","RCP85","Hist","sagebrush",-150.91393863,-29.4341139718163
"5941","29","RCP85","Hist","shrub",-0.409505469999999,-5.10259297127916
"6011","30","RCP45","Hist","a.forb",-0.0609032300000001,-1.02648479365763
"6021","30","RCP45","Hist","p.cool.grass",-4.96447972,-7.41618888392275
"6031","30","RCP45","Hist","p.forb",-0.414654844999998,-2.3822115570915
"6041","30","RCP45","Hist","p.warm.grass",-5.24422783,-15.436763236426
"6051","30","RCP45","Hist","sagebrush",-122.21290919,-28.7040459371117
"6061","30","RCP45","Hist","shrub",-0.407736239999999,-5.2226096940899
"6131","30","RCP85","Hist","a.forb",-0.0609032300000001,-1.02648479365763
"6141","30","RCP85","Hist","p.cool.grass",-4.96447972,-7.41618888392275
"6151","30","RCP85","Hist","p.forb",-0.414654844999998,-2.3822115570915
"6161","30","RCP85","Hist","p.warm.grass",-5.24422783,-15.436763236426
"6171","30","RCP85","Hist","sagebrush",-122.21290919,-28.7040459371117
"6181","30","RCP85","Hist","shrub",-0.407736239999999,-5.2226096940899
"6251","31","RCP45","Hist","a.forb",-0.0810993699999996,-1.33876675463719
"6261","31","RCP45","Hist","p.cool.grass",-1.92389564,-2.78797569012313
"6271","31","RCP45","Hist","p.forb",-0.364717540000001,-2.05393873043617
"6281","31","RCP45","Hist","p.warm.grass",-1.7636873,-4.96818343628268
"6291","31","RCP45","Hist","sagebrush",-70.54581392,-16.2425733522947
"6301","31","RCP45","Hist","shrub",-0.39064311,-4.90984274991336
"6371","31","RCP85","Hist","a.forb",-0.0810993699999996,-1.33876675463719
"6381","31","RCP85","Hist","p.cool.grass",-1.92389564,-2.78797569012313
"6391","31","RCP85","Hist","p.forb",-0.364717540000001,-2.05393873043617
"6401","31","RCP85","Hist","p.warm.grass",-1.7636873,-4.96818343628268
"6411","31","RCP85","Hist","sagebrush",-70.54581392,-16.2425733522947
"6421","31","RCP85","Hist","shrub",-0.39064311,-4.90984274991336
"6491","32","RCP45","Hist","a.forb",-0.841435835,-15.2582576201218
"6501","32","RCP45","Hist","p.cool.grass",-5.79073667,-8.87706682109098
"6511","32","RCP45","Hist","p.forb",-0.695954780000001,-4.02326603242661
"6521","32","RCP45","Hist","p.warm.grass",-3.26172966,-10.0383282520256
"6531","32","RCP45","Hist","sagebrush",-69.95913112,-16.6096563477818
"6541","32","RCP45","Hist","shrub",-0.56731173,-7.26156091186039
"6611","32","RCP85","Hist","a.forb",-0.841435835,-15.2582576201218
"6621","32","RCP85","Hist","p.cool.grass",-5.79073667,-8.87706682109098
"6631","32","RCP85","Hist","p.forb",-0.695954780000001,-4.02326603242661
"6641","32","RCP85","Hist","p.warm.grass",-3.26172966,-10.0383282520256
"6651","32","RCP85","Hist","sagebrush",-69.95913112,-16.6096563477818
"6661","32","RCP85","Hist","shrub",-0.56731173,-7.26156091186039
"6731","33","RCP45","Hist","a.forb",-0.17295887,-2.95076130655171
"6741","33","RCP45","Hist","p.cool.grass",-3.94431288999999,-5.88903606288221
"6751","33","RCP45","Hist","p.forb",-1.21915656,-6.9386846912086
